,place,pop1980,pop2000,pop2010,pop2022,pop2023,pop2030,pop2050,country,area,landAreaKm,cca2,cca3,netChange,growthRate,worldPercentage,density,densityMi,rank
10,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
11,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
12,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
13,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
14,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
15,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
16,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
17,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
18,356,696828385.0,1059633675.0,1240613620.0,1417173173.0,1428627663,1514994080.0,1670490596.0,India,3287590,2973190.0,IN,IND,0.4184,0.0081,0.1785,480.5033,1244.5036,1.0
19,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
20,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
21,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
22,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
23,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
24,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
25,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
26,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
27,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
28,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
29,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
30,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
31,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
32,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
33,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
34,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
35,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
36,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
37,156,982372466.0,1264099069.0,1348191368.0,1425887337.0,1425671352,1415605906.0,1312636325.0,China,9706961,9424702.9,CN,CHN,-0.0113,-0.0002,0.1781,151.2696,391.7884,2.0
38,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
39,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
40,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
41,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
42,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
43,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
44,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
45,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
46,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
47,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
48,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
49,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
50,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
51,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
52,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
53,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
54,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
55,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
56,840,223140018.0,282398554.0,311182845.0,338289857.0,339996563,352162301.0,375391963.0,United States,9372610,9147420.0,US,USA,0.0581,0.005,0.0425,37.1686,96.2666,3.0
57,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
58,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
59,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
60,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
61,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
62,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
63,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
64,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
65,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
66,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
67,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
68,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
69,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
70,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
71,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
72,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
73,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
74,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
75,360,148177096.0,214072421.0,244016173.0,275501339.0,277534122,292150100.0,317225213.0,Indonesia,1904569,1877519.0,ID,IDN,0.0727,0.0074,0.0347,147.8196,382.8528,4.0
76,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
77,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
78,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
79,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
80,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
81,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
82,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
83,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
84,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
85,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
86,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
87,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
88,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
89,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
90,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
91,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
92,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
93,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
94,586,80624057.0,154369924.0,194454498.0,235824862.0,240485658,274029836.0,367808468.0,Pakistan,881912,770880.0,PK,PAK,0.1495,0.0198,0.03,311.9625,807.9829,5.0
95,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
96,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
97,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
98,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
99,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
100,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
101,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
102,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
103,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
104,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
105,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
106,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
107,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
108,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
109,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
110,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
111,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
112,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
113,566,72951439.0,122851984.0,160952853.0,218541212.0,223804632,262580425.99999997,377459883.0,Nigeria,923768,910770.0,NG,NGA,0.168,0.0241,0.028,245.7312,636.4439,6.0
114,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
115,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
116,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
117,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
118,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
119,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
120,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
121,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
122,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
123,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
124,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
125,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
126,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
127,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
128,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
129,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
130,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
131,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
132,76,122288383.0,175873720.0,196353492.0,215313498.0,216422446,223908968.0,230885725.0,Brazil,8515767,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,7.0
133,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
134,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
135,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
136,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
137,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
138,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
139,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
140,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
141,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
142,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
143,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
144,50,83929765.0,129193327.0,148391139.0,171186372.0,172954319,184424144.0,203904900.0,Bangladesh,147570,130170.0,BD,BGD,0.0557,0.0103,0.0216,1328.6803,3441.2821,8.0
